,Unnamed: 0,RowNumber,Exited
1465,1465,7044,0
1466,1466,6808,0
1467,1467,2027,0
1468,1468,1200,0
1469,1469,8509,0
1470,1470,9041,0
1471,1471,3941,0
1472,1472,9634,0
1473,1473,4066,0
1474,1474,8154,0
1475,1475,8267,0
1476,1476,6389,0
1477,1477,9707,0
1478,1478,3275,0
1479,1479,1339,0
1480,1480,4634,0
1481,1481,3919,0
1482,1482,6138,1
1483,1483,3841,0
1484,1484,9015,0
1485,1485,6117,0
1486,1486,9725,0
1487,1487,7208,0
1488,1488,4860,0
1489,1489,9071,0
1490,1490,7272,0
1491,1491,3822,0
1492,1492,290,0
1493,1493,6722,0
1494,1494,3059,0
1495,1495,8843,0
1496,1496,5135,0
1497,1497,6191,0
1498,1498,4553,0
1499,1499,2000,0
1500,1500,9298,0
1501,1501,5420,0
1502,1502,7367,0
1503,1503,6290,0
1504,1504,790,0
1505,1505,4737,0
1506,1506,3272,0
1507,1507,4020,1
1508,1508,7699,0
1509,1509,6778,0
1510,1510,6594,0
1511,1511,8519,0
1512,1512,9390,1
1513,1513,9153,0
1514,1514,7228,0
1515,1515,890,1
1516,1516,1728,0
1517,1517,3535,0
1518,1518,2412,0
1519,1519,4276,0
1520,1520,4466,0
1521,1521,9233,0
1522,1522,2541,0
1523,1523,1092,1
1524,1524,8310,1
1525,1525,2588,0
1526,1526,1410,1
1527,1527,4501,0
1528,1528,8912,0
1529,1529,1837,0
1530,1530,9406,0
1531,1531,390,1
1532,1532,2726,0
1533,1533,4990,0
1534,1534,1865,0
1535,1535,4544,1
1536,1536,7018,1
1537,1537,2248,0
1538,1538,7821,0
1539,1539,1017,0
1540,1540,183,0
1541,1541,1558,0
1542,1542,9827,0
1543,1543,5138,0
1544,1544,14,1
1545,1545,1982,0
1546,1546,7062,0
1547,1547,7914,0
1548,1548,6758,0
1549,1549,5977,1
1550,1550,1193,0
1551,1551,3342,0
1552,1552,9053,0
1553,1553,9710,0
1554,1554,5373,0
1555,1555,4193,1
1556,1556,6216,1
1557,1557,6489,0
1558,1558,3706,0
1559,1559,2161,0
1560,1560,3097,0
1561,1561,9857,0
1562,1562,6184,0
1563,1563,2621,1
1564,1564,7224,0
1565,1565,5348,0
1566,1566,2994,1
1567,1567,203,0
1568,1568,8538,0
1569,1569,4850,0
1570,1570,2933,0
1571,1571,4394,0
1572,1572,553,0
1573,1573,4406,1
1574,1574,2680,0
1575,1575,9495,0
1576,1576,3131,0
1577,1577,6762,0
1578,1578,7429,0
1579,1579,9021,0
1580,1580,9407,0
1581,1581,8610,1
1582,1582,2233,0
1583,1583,7877,0
1584,1584,5622,0
1585,1585,9838,0
1586,1586,9006,0
1587,1587,4121,1
1588,1588,3824,0
1589,1589,7354,0
1590,1590,5607,0
1591,1591,3079,0
1592,1592,6081,1
1593,1593,4177,0
1594,1594,4541,0
1595,1595,6948,0
1596,1596,2142,0
1597,1597,5177,0
1598,1598,8002,0
1599,1599,6645,0
1600,1600,9870,0
1601,1601,5841,0
1602,1602,9659,0
1603,1603,614,0
1604,1604,7595,0
1605,1605,9566,0
1606,1606,6501,0
1607,1607,7754,0
1608,1608,9720,0
1609,1609,542,1
1610,1610,1213,0
1611,1611,3560,1
1612,1612,1000,0
1613,1613,801,0
1614,1614,8116,0
1615,1615,7333,0
1616,1616,1669,0
1617,1617,7674,1
1618,1618,3108,0
1619,1619,948,1
1620,1620,8547,0
1621,1621,3530,0
1622,1622,6041,1
1623,1623,5957,0
1624,1624,3347,0
1625,1625,5520,0
1626,1626,6205,0
1627,1627,4314,0
1628,1628,728,0
1629,1629,5264,1
1630,1630,5935,0
1631,1631,2800,0
1632,1632,1390,0
1633,1633,7430,0
1634,1634,2062,0
1635,1635,8712,1
1636,1636,3721,0
1637,1637,254,0
1638,1638,9498,1
1639,1639,257,0
1640,1640,4700,1
1641,1641,2664,0
1642,1642,1056,0
1643,1643,2418,1
1644,1644,9837,0
1645,1645,7091,0
1646,1646,8271,0
1647,1647,3771,0
1648,1648,4829,0
1649,1649,4438,0
1650,1650,9323,1
1651,1651,9082,0
1652,1652,6909,1
1653,1653,8314,0
1654,1654,663,0
1655,1655,2112,0
1656,1656,3715,1
1657,1657,2845,0
1658,1658,6824,0
1659,1659,9890,0
1660,1660,6183,0
1661,1661,2339,0
1662,1662,4707,0
1663,1663,6775,1
1664,1664,7611,0
1665,1665,1649,1
1666,1666,1927,0
1667,1667,6463,0
1668,1668,6319,0
1669,1669,9084,0
1670,1670,1053,0
1671,1671,4930,0
1672,1672,9465,1
1673,1673,3429,0
1674,1674,2133,0
1675,1675,4445,0
1676,1676,8980,0
1677,1677,623,0
1678,1678,4139,0
1679,1679,7448,0
1680,1680,1934,0
1681,1681,565,0
1682,1682,2980,0
1683,1683,506,1
1684,1684,5773,1
1685,1685,2281,0
1686,1686,5039,0
1687,1687,344,1
1688,1688,1069,1
1689,1689,8883,0
1690,1690,1275,1
1691,1691,5158,1
1692,1692,7059,1
1693,1693,7800,0
1694,1694,7347,0
1695,1695,1857,0
1696,1696,3882,0
1697,1697,6563,0
1698,1698,8668,0
1699,1699,9849,0
1700,1700,158,0
1701,1701,4946,0
1702,1702,5012,1
1703,1703,8951,0
1704,1704,6348,0
1705,1705,5970,0
1706,1706,1408,0
1707,1707,4031,0
1708,1708,6994,0
1709,1709,4599,1
1710,1710,4628,0
1711,1711,4254,0
1712,1712,6176,0
1713,1713,1449,0
1714,1714,9793,0
1715,1715,8329,0
1716,1716,3073,0
1717,1717,8768,1
1718,1718,4528,0
1719,1719,8228,0
1720,1720,3420,1
1721,1721,5654,0
1722,1722,8726,0
1723,1723,6735,0
1724,1724,5990,1
1725,1725,4019,0
1726,1726,7778,0
1727,1727,2190,0
1728,1728,8279,0
1729,1729,1128,0
1730,1730,9664,0
1731,1731,8682,0
1732,1732,7793,1
1733,1733,1548,0
1734,1734,8140,0
1735,1735,6696,0
1736,1736,4152,0
1737,1737,1524,0
1738,1738,1002,0
1739,1739,2125,0
1740,1740,269,0
1741,1741,9497,0
1742,1742,9859,0
1743,1743,4985,0
1744,1744,5555,0
1745,1745,9966,0
1746,1746,6911,0
1747,1747,8265,0
1748,1748,3786,1
1749,1749,3569,0
1750,1750,7891,0
1751,1751,3562,0
1752,1752,3769,0
1753,1753,1805,0
1754,1754,2855,0
1755,1755,8030,0
1756,1756,9832,1
1757,1757,8301,0
1758,1758,2760,1
1759,1759,9632,0
1760,1760,5217,1
1761,1761,8187,1
1762,1762,3069,0
1763,1763,5920,0
1764,1764,3322,0
1765,1765,2145,0
1766,1766,2639,0
1767,1767,2408,0
1768,1768,1867,0
1769,1769,5260,1
1770,1770,4663,0
1771,1771,2311,1
1772,1772,4232,0
1773,1773,2965,1
1774,1774,7073,0
1775,1775,6895,0
1776,1776,477,0
1777,1777,3667,0
1778,1778,6591,0
1779,1779,7843,1
1780,1780,4095,0
1781,1781,3590,0
1782,1782,4548,1
1783,1783,2017,0
1784,1784,4653,0
1785,1785,877,0
1786,1786,5979,0
1787,1787,184,0
1788,1788,7736,0
1789,1789,4674,0
1790,1790,6896,0
1791,1791,9447,0
1792,1792,8847,0
1793,1793,3441,1
1794,1794,7606,0
1795,1795,1564,0
1796,1796,3627,1
1797,1797,3890,1
1798,1798,8351,0
1799,1799,6451,0
1800,1800,2528,0
1801,1801,3208,0
1802,1802,7098,0
1803,1803,6374,0
1804,1804,6022,0
1805,1805,2743,0
1806,1806,9152,0
1807,1807,2518,0
1808,1808,5060,0
1809,1809,2060,1
1810,1810,1198,0
1811,1811,9381,0
1812,1812,6425,0
1813,1813,5739,0
1814,1814,5032,0
1815,1815,9988,0
1816,1816,4366,1
1817,1817,4252,0
1818,1818,210,0
1819,1819,5845,0
1820,1820,9261,0
1821,1821,4502,0
1822,1822,8872,0
1823,1823,7899,0
1824,1824,6311,0
1825,1825,1662,1
1826,1826,5466,0
1827,1827,7760,0
1828,1828,9143,0
1829,1829,301,0
1830,1830,782,0
1831,1831,366,1
1832,1832,5075,1
1833,1833,2138,0
1834,1834,8827,0
1835,1835,2968,0
1836,1836,4339,0
1837,1837,6125,0
1838,1838,2672,1
1839,1839,9896,0
1840,1840,2240,1
1841,1841,8135,0
1842,1842,405,0
1843,1843,6266,0
1844,1844,6964,1
1845,1845,7263,0
1846,1846,2488,1
1847,1847,7374,0
1848,1848,8717,0
1849,1849,8347,1
1850,1850,5249,0
1851,1851,6573,0
1852,1852,3580,0
1853,1853,9384,0
1854,1854,2085,0
1855,1855,6631,0
1856,1856,6671,0
1857,1857,1671,0
1858,1858,5537,1
1859,1859,6750,1
1860,1860,4940,0
1861,1861,6694,0
1862,1862,817,1
1863,1863,7204,1
1864,1864,1469,0
1865,1865,8697,0
1866,1866,1720,1
1867,1867,9911,1
1868,1868,5061,0
1869,1869,2523,0
1870,1870,3298,0
1871,1871,4518,0
1872,1872,1706,0
1873,1873,5004,0
1874,1874,9769,0
1875,1875,8557,0
1876,1876,5067,0
1877,1877,43,0
1878,1878,7423,0
1879,1879,3952,0
1880,1880,6538,0
1881,1881,563,0
1882,1882,4357,0
1883,1883,4002,0
1884,1884,9850,0
1885,1885,571,1
1886,1886,1227,0
1887,1887,9189,0
1888,1888,2911,0
1889,1889,3970,0
1890,1890,9635,1
1891,1891,1116,0
1892,1892,9509,0
1893,1893,8785,0
1894,1894,9847,0
1895,1895,8155,1
1896,1896,2609,1
1897,1897,7893,0
1898,1898,4427,0
1899,1899,2616,0
1900,1900,7570,0
1901,1901,3934,0
1902,1902,3099,0
1903,1903,6013,0
1904,1904,7296,0
1905,1905,4100,0
1906,1906,9048,1
1907,1907,5609,0
1908,1908,9932,0
1909,1909,1282,0
1910,1910,773,1
1911,1911,3091,0
1912,1912,7103,1
1913,1913,3616,0
1914,1914,1150,0
1915,1915,49,0
1916,1916,6281,0
1917,1917,6252,0
1918,1918,3074,0
1919,1919,3518,0
1920,1920,780,0
1921,1921,7282,1
1922,1922,9192,0
1923,1923,7082,0
1924,1924,1906,0
1925,1925,2640,0
1926,1926,769,0
1927,1927,8585,0
1928,1928,9438,1
1929,1929,7040,0
1930,1930,4952,1
1931,1931,1577,0
1932,1932,8591,0
1933,1933,3828,0
1934,1934,357,0
1935,1935,2966,1
1936,1936,2077,0
1937,1937,6088,0
1938,1938,8034,1
1939,1939,5395,0
1940,1940,4698,0
1941,1941,1908,0
1942,1942,2092,1
1943,1943,1374,0
1944,1944,2410,0
1945,1945,1385,0
1946,1946,7193,0
1947,1947,6488,0
1948,1948,7553,0
1949,1949,9713,0
1950,1950,9237,0
1951,1951,9762,0
1952,1952,7724,0
1953,1953,8130,0
1954,1954,7248,0
1955,1955,6232,0
1956,1956,1228,0
1957,1957,1607,0
1958,1958,6950,0
1959,1959,6806,0
1960,1960,7670,1
1961,1961,3629,0
1962,1962,9090,0
1963,1963,2020,0
1964,1964,6078,0
1965,1965,2429,0
1966,1966,3636,0
1967,1967,678,0
1968,1968,9462,0
1969,1969,4148,0
1970,1970,4200,0
1971,1971,4641,1
1972,1972,908,0
1973,1973,6951,0
1974,1974,2636,0
1975,1975,8018,0
1976,1976,4702,0
1977,1977,6577,0
1978,1978,5586,0
1979,1979,7556,1
1980,1980,2083,0
1981,1981,4365,1
1982,1982,7875,1
1983,1983,5327,0
1984,1984,505,1
1985,1985,7819,0
1986,1986,3473,0
1987,1987,2505,0
1988,1988,2946,1
1989,1989,8513,0
1990,1990,2312,0
1991,1991,2942,0
1992,1992,8604,0
1993,1993,5140,0
1994,1994,7977,0
1995,1995,7872,0
1996,1996,4257,0
1997,1997,2273,0
1998,1998,315,0
1999,1999,3628,0
